ID,English_Text,Khmer_Text
1484,"This Memorandum aims to collaborate in improving international food safety, management systems,",អនុស្សរណៈនេះ មានគោលបំណងសហការគ្នាដើម្បីកែលម្អសុវត្ថិភាពចំណីអាហារអន្តរជាតិប្រព័ន្ធគ្រប់គ្រង និងវិញ្ញាបនប័ត្របន្ថែមតម្លៃសម្រាប់សមាជិកសហព័ន្ធស្វាយចន្ទីកម្ពុជា
1485,"On the morning of Tuesday, 4 March 2025, at the Ministry of Commerce, Her Excellency CHAM Nimul, Minister of Commerce, chaired the TPR Committee meeting in the presence of Excellencies",នាព្រឹកថ្ងៃអង្គារ ទី៤ ខែមីនា ឆ្នាំ២០២៥ នៅទីស្តីការក្រសួងពាណិជ្ជកម្ម លោកជំទាវ ចម និម្មល រដ្ឋមន្ត្រីក្រសួងពាណិជ្ជកម្ម បានអញ្ជើញដឹកនាំកិច្ចប្រជុំ គ.ត.ព. ដែល​មាន​ការ​ចូលរួមដោយ​ផ្ទាល់ និង​តាម​ប្រព័ន្ធអនឡាញ ​​ពី​ឯកឧត្តម​ លោកជំទាវ​ និង​មន្ត្រីជំនាញ អញ្ជើញ​មក​ពី​ក្រសួង​
1486,Phnom Penh),(ភ្នំពេញ)
1487,"members of the TPR Committee, as well as representatives from Cambodia’s Permanent Mission based in Geneva",ស្ថាប័ន​ ដែល​ជាអនុប្រធាន​ និង​សមាជិក​របស់​ គ.ត.ព. និង​ស្ថានបេសកកម្ម​អចិន្ត្រៃយ៍​កម្ពុជា​​នៅទីក្រុង​ហ្សឺណែវ
1488,"The purpose of the meeting was to review the progress of preparations for Cambodia’s 3rd Trade Policy Review, which will be held on 26",កិច្ច​ប្រជុំ​នេះ​មាន​គោលបំណង​ដើម្បីពិនិត្យវឌ្ឍនភាពការ​ងារ​ត្រៀម​ចូលរួម​កិច្ច​ប្រជុំ​ស្តីពីការត្រួត​ពិនិត្យ​ឡើង​វិញ​គោល​នយោបាយ​ពាណិជ្ជកម្ម​កម្ពុជា​លើកទី៣ (Cambodia’s 3rd Trade Policy Review) ដែល​នឹង​ប្រព្រឹត្ត​ទៅនៅថ្ងៃទី​២៦ និង​២៨ ខែមីនា ឆ្នាំ២០២៥ នៅទីស្នាក់​ការ​អង្គការ​ពាណិជ្ជកម្ម​ពិភពលោក (WTO) ទីក្រុង​ហ្សឺណែវ ប្រទេស​ស្វ៊ីស​
1489,"On the morning of Thursday, 6 March 2025, at Raffles Hotel Le Royal, Phnom Penh, His Excellency SAMHENG Bora,  Secretary of State of the Ministry of Commerce chaired the Cambodia-Thailand Business Matching “Health",នាព្រឹកថ្ងៃព្រហស្បតិ៍ ទី៦ ខែមីនា ឆ្នាំ២០២៥ នៅសណ្ឋាគារ Raffles Hotel Le Royal រាជធានីភ្នំពេញ ឯកឧត្តម សំហេង បូរ៉ា រដ្ឋលេខាធិការក្រសួងពាណិជ្ជកម្ម បានអញ្ជើញជាអធិបតីក្នុងកម្មវិធីជំនួបពាណិជ្ជកម្ម កម្ពុជា
1490,Thailand,ថៃ (Cambodia
1491,"3 associations, as well as 38 Thai companies",ជំនួបពាណិជ្ជកម្មនេះ មានការចូលរួមពីវិស័យឯកជន កម្ពុជាចំនួន ៧១ ក្រុមហ៊ុន និង ៣ សមាគម ព្រមទាំងវិស័យឯកជនថៃចំនួន ៣៨ ក្រុមហ៊ុន
1492,"Ek-on Khunacharoeun, Chargé d'Affaires ad interim of the Royal Thai Embassy, Phnom Penh, Cambodia, as well as many private sector representatives from Cambodia",on Khunacharoeun ភារធារីស្តីទីនៃស្ថានទូតថៃប្រចាំនៅព្រះរាជាណាចក្រកម្ពុជា ព្រមទាំងវិស័យឯកជនកម្ពុជា និងថៃ ជិត ៣០០ រូប
1493,"Trade in Goods,",ពាណិជ្ជកម្មទំនិញ
1494,"On that sideline, some meetings of the subsidiary bodies were also organized including",នៅក្នុងឱកាសនោះដែរ កិច្ចប្រជុំរបស់ក្រុមការងារពាក់ព័ន្ធមួយចំនួនក៏ត្រូវបានរៀបចំឡើងផងដែរ រួមមាន ក្រុមការងារ
1495,"Standard, Technical Regulations",ស្តង់ដារ បទប្បញ្ញត្តិបច្ចេកទេស និងនីតិវិធីវាយតម្លៃអនុលោមភាព
1496,"On 5–7 March 2025, His Excellency LONG Kemvichet, Director-General for International Trade",៧ ខែមីនា ឆ្នាំ២០២៥ នៅលេខាធិការដ្ឋានអាស៊ាន ឯកឧត្តម ឡុង កែមវិចិត្រ អគ្គនាយកនៃអគ្គនាយកដ្ឋានពាណិជ្ជកម្មអន្តរជាតិ និងជាប្រធានគណៈកម្មាធិការចរចាកិច្ចព្រមព្រៀងពាណិជ្ជកម្មសេរីអាស៊ាន
1497,"Good Regulatory Practice,",ការប្រតិបត្តិល្អលើបទដ្ឋានគតិយុត្ត និង
1498,"(Jakarta, Indonesia)",ឥណ្ឌូណេស៊ី)
1499,"ACAFTA TNC Lead for Cambodia, led the Cambodian delegation to attend the 12th ACAFTA TNC meeting",កាណាដាសម្រាប់ភាគីកម្ពុជា បានដឹកនាំគណប្រតិភូកម្ពុជា ចូលរួមកិច្ចប្រជុំលើកទី១២ នៃគណៈកម្មាធិការចរចាពាណិជ្ជកម្មនៃកិច្ចព្រមព្រៀងពាណិជ្ជកម្មសេរីអាស៊ាន
1500,"The meeting was conducted to monitor progress, addressed pending issues of the relevant subsidiary bodies,",កិច្ចប្រជុំនេះត្រូវបានរៀបចំឡើង ក្នុងគោលបំណងដើម្បីពិនិត្យនិងតាមដានវឌ្ឍនភាពនៃការចរចា ពិភាក្សាដោះស្រាយបញ្ហាជាប់គាំងរបស់ក្រុមការងារពាក់ព័ន្ធ ក៏ដូចជាផ្តល់អនុសាសន៍លើកិច្ចការសំខាន់ៗដែលត្រូវធ្វើបន្ទាប់ ដើម្បីឈានទៅរកការបញ្ចប់ជាដុំកំភួននៃការចរចាកិច្ចព្រមព្រៀងពាណិជ្ជកម្មសេរីអាស៊ាន
1501,(Phnom Penh),(ភ្នំពេញ)
1502,"On the morning of Monday, 10 March 2025, at the Ministry of Commerce, His Excellency LAY Soksaokunthea, Delegate of the Royal Government of Cambodia in charge of the Director-General of the General Directorate of Administration",នាព្រឹកថ្ងៃចន្ទ ទី១០ ខែមីនា ឆ្នាំ២០២៥ នៅទីស្ដីការក្រសួងពាណិជ្ជកម្ម ឯកឧត្តម ឡាយ សុខសៅគន្ធា ប្រតិភូរាជរដ្ឋាភិបាលកម្ពុជា ទទួលបន្ទុកជាអគ្គនាយករដ្ឋបាល និងហិរញ្ញវត្ថុ បានអញ្ជើញជាអធិបតីក្នុងសិក្ខាសាលាផ្សព្វផ្សាយស្តីពី “អាហារូបករណ៍របស់រដ្ឋាភិបាលប្រទេសអូស្ត្រាលីសម្រាប់ឆ្នាំ២០២៦”
1503,"On this occasion, His Excellency  expressed deep gratitude to the Australian Government for its continuous support",ក្នុងឱកាសនោះដែរ ឯកឧត្តមប្រតិភូ បានថ្លែងអំណរគុណចំពោះរដ្ឋាភិបាលអូស្ត្រាលី ដែលតែងតែផ្តល់នូវកិច្ចសហប្រតិបត្តិការល្អ ជាពិសេសគឺការរួមចំណែកក្នុងការអភិវឌ្ឍធនធានមនុស្សនៅប្រទេសកម្ពុជា
1504,"On the morning of Tuesday, 11 March 2025, at CamEd Business School, Her Excellency CHAM Nimul, Minister of Commerce, delivered a keynote address on ""Vision on Understanding Commerce","នាព្រឹកថ្ងៃអង្គារ ទី១១ ខែមីនា ឆ្នាំ២០២៥ នៅវិទ្យាស្ថានខេមអេដ លោកជំទាវ ចម និម្មល រដ្ឋមន្ត្រីក្រសួងពាណិជ្ជកម្ម អញ្ជើញជាអធិបតីធ្វើបាឋកថា ស្តីពី ""ចក្ខុវិស័យលើការយល់ដឹងអំពីពាណិជ្ជកម្ម"
1505,""" … (Phnom Penh)",(ភ្នំពេញ)
1506,"provided recommendations on Cambodia's business competitiveness landscape, including trade in goods",លោកជំទាវរដ្ឋមន្ត្រី បានចែករំលែក និងផ្តល់អនុសាសន៍គន្លឹះស្តីពីទិដ្ឋភាពនៃការប្រកួតប្រជែងពាណិជ្ជកម្មរបស់កម្ពុជា ដូចជាការធ្វើពាណិជ្ជកម្មទំនិញ (Trade in Goods) និងការធ្វើពាណិជ្ជកម្មសេវាកម្ម (Trade in Services)
1507,(Siem Reap),(សៀមរាប)
1508,"On the morning of Monday, 10 March 2025, at Sofitel Angkor Hotel, Siem Reap, His Excellency TITH Rithipol, Undersecretary of State of the Ministry of Commerce, attended the 3rd Foreign Office Consultations (FOC) between Cambodia",នាព្រឹកថ្ងៃចន្ទ ទី១០ ខែមីនា ឆ្នាំ២០២៥ នៅសណ្ឋាគារ សូហ្វីតែលអង្គរ ខេត្តសៀមរាប ឯកឧត្តម ទិត រីទ្ធិពល អនុរដ្ឋលេខាធិការក្រសួងពាណិជ្ជកម្ម បានអញ្ជើញចូលរួមកិច្ចប្រជុំពិគ្រោះយោបល់ការបរទេស (Foreign Office Consultations
1509,(Phnom Penh),(ភ្នំពេញ)
1510,"On the morning of Wednesday, 12 March 2025, at the Ministry of Commerce, Her Excellency CHAM Nimul, Minister of Commerce, received a courtesy call from Mr",នាព្រឹកថ្ងៃពុធ ទី១២ ខែមីនា ឆ្នាំ២០២៥ នៅទីស្ដីការក្រសួងពាណិជ្ជកម្ម លោកជំទាវ ចម និម្មល រដ្ឋមន្ត្រីក្រសួងពាណិជ្ជកម្ម អនុញ្ញាតជូន លោក មហាំម៉ាត់ អាម៉ីន ពិន មហាម៉ាត ហ្សេន (Mohd Amin Bin Mohd Zain) ប្រធានក្រុមហ៊ុន Halal Park (Cambodia) ចូលជួបសម្តែងការគួរសម និងពិភាក្សាការងារលើកិច្ចសហប្រត្តិការកិច្ចការជាមួយក្រសួងពាណិជ្ជកម្ម ជាពិសេសការអភិវឌ្ឍវិស័យហាឡាល និងការពង្រឹងគុណភាពផលិតផលហាឡាល
1511,"KEO Buntheng, Commercial Attaché to the Republic of Türkiye, attended the TEXHIBITION ISTANBUL 2025",នាថ្ងៃសុក្រ ទី៧ ខែមីនា ឆ្នាំ២០២៥ លោក កែវ ប៊ុនថេង អនុព័ន្ធពាណិជ្ជកម្មប្រចាំសាធារណរដ្ឋតួកគីយ៉េ បានចូលរួមកម្មវិធីពិព័រណ៌ក្រណាត់ អំបោះ និងសម្ភារៈវាយនភ័ណ្ឌ ឆ្នាំ២០២៥ (TEXHIBITION ISTANBUL 2025: FABRIC
1512,"the Istanbul Chamber of Commerce (ICOC), with approximately 550 exhibiting companies from various countries in Europe, the United Kingdom, the United States,",ព្រឹត្តិការណ៍នេះត្រូវបានសហការរៀបចំដោយ សមាគមអ្នកនាំចេញវាយនភ័ណ្ឌអ៊ីស្តង់ប៊ុល (ITHIB) និងសភាពាណិជ្ជកម្មទីក្រុងអ៊ីស្តង់ប៊ុល (ICOC) ដោយមានក្រុមហ៊ុនចូលរួមតាំងបង្ហាញប្រមាណ ៥៥០ក្រុមហ៊ុន មកពីបណ្តាប្រទេសនានាក្នុងតំបន់អឺរ៉ុប អង់គ្លេស សហរដ្ឋអាមេរិក និងមជ្ឈិមបូពាហ៌ និងមានអ្នកចូលរួមទស្សនាសរុបប្រមាណ ២ម៉ឺន៥ពាន់នាក់
1513,"FABRIC, YARN & TEXTILE ACCESSORIES FAIR, which was held at the Istanbul Expo Center from March 5-7, 2025 in Istanbul, Türkiye",YARN & TEXTILE ACCESSORIES FAIR) ដែលត្រូវបានធ្វើឡើងនៅមជ្ឈមណ្ឌលពិព័រណ៌អ៊ីស្តង់ប៊ុល ចាប់ពីថ្ងៃទី៥
1514,In addition to visiting exhibition booths,ក្រៅពីទស្សនានូវស្តង់ពិព័រណ៌ និងជួបប្រាស្រ័យទាក់ទងជាមួយនឹងក្រុមហ៊ុន
1515,"(Istanbul, Türkiye)",(អ៊ីស្តង់ប៊ុល
1516,"textile sectors to learn about market trends, needs,",សហគ្រាសដែលជាអ្នកផលិតនិងផ្គត់ផ្គង់នូវផលិតផលវាយនភ័ណ្ឌ លោកអនុព័ន្ធពាណិជ្ជកម្មក៌បានចូលរួមស្តាប់ផងដែរនូវបទបង្ហាញនិងកិច្ចពិភាក្សារបស់វាគ្មិននិងអ្នកជំនាញក្នុងវិស័យកាត់ដេរនិងវាយនភ័ណ្ឌ ដើម្បីស្វែងយល់អំពីនិន្នាការទីផ្សារ តម្រូវការ និងបច្ចេកវិទ្យាថ្មីៗក្នុងវិស័យនេះផងដែរ
1517,(Ratanakiri),(រតនគិរី)
1518,"The workshop also provided participants with new knowledge related to production, packaging,",សិក្ខាសាលានេះ ក៏បានផ្តល់ជូននូវចំណេះដឹងថ្មីៗជូនដល់ផលិតករ អាជីវករទាក់ទងនឹងការផលិត ការវេចខ្ចប់ ព្រមទាំងនីតិវិធីចុះបញ្ជីក្រុមហ៊ុន ផងដែរ
1519,The main goal of this seminar was to strengthen the capacity of producers to develop products complying with legal standards,គោលបំណងសំខាន់នៃសិក្ខាសាលាប្រឹក្សាយោបល់នេះ គឺដើម្បីពង្រឹងសមត្ថភាពអ្នកផលិតឱ្យអភិវឌ្ឍផលិតផលរបស់ខ្លួនស្របតាមស្តង់ដា លក្ខខណ្ឌតម្រូវនានាដែលកំណត់ដោយច្បាប់ និងឆ្លើយតបទៅនឹងតម្រូវការទីផ្សារ សំដៅលើកកម្ពស់ភាពប្រកួតប្រជែង តាមរយៈការជ្រៀតចូល និងទទួលបានចំណែកទីផ្សារសមរម្យ
1520,(Phnom Penh),(ភ្នំពេញ)
1521,The meeting agreed on the action plan to begin the selling of Cambodian products at PTT stations in all 19 provinces,អង្គប្រជុំ បានឯកភាពលើគម្រោងសកម្មភាពក្នុងការចាប់ផ្តើមអនុវត្តការលក់ផលិតផលខ្មែរនៅតាមបណ្តាស្ថានីយប្រេងឥន្ធនៈភីធីធី នៅក្នុងខេត្តទាំង១៩
1522,The meeting was also attended by representatives from relevant General Directorates,កិច្ចប្រជុំនេះ ក៏មានការអញ្ជើញចូលរួមពីតំណាងអគ្គនាយកដ្ឋាននិងនាយកដ្ឋានពាក់ព័ន្ធ តំណាងមន្ទីរពាណិជ្ជកម្មរាជធានី
1523,"In addition, Her Excellency Chair also encouraged all capital",បន្ថែមពីនោះ លោកជំទាវប្រធាន ក៏បានលើកទឹកចិត្តដល់មន្ទីរពាណិជ្ជកម្មរាជធានី
1524,"On the morning of Wednesday, 12 March 2025, at the Ministry of Commerce, Her Excellency TOR Pila, Secretary of State of the Ministry of Commerce, chaired the meeting to continue review",នាព្រឹកថ្ងៃពុធ ទី១២ ខែមីនា ឆ្នាំ២០២៥ នៅទីស្តីការក្រសួងពាណិជ្ជកម្ម លោកជំទាវ តោ ពិឡា រដ្ឋលេខាធិការក្រសួងពាណិជ្ជកម្ម បានដឹកនាំកិច្ចប្រជុំ ដើម្បីបន្តពិភាក្សាការងារ និងតាមដានវឌ្ឍនភាពការងារក្រោមកិច្ចសហប្រតិបត្តិការរវាងក្រសួងពាណិជ្ជកម្ម និងក្រុមហ៊ុន ភីធីធី (ខេមបូឌា) ក្នុងគោលបំណងជំរុញ និងបង្កើនការលក់ផលិតផលខ្មែរនៅតាមបណ្តាស្ថានីយប្រេងឥន្ធនៈភីធីធី សម្រាប់ឆ្នាំ២០២៥
1525,(Phnom Penh),(ភ្នំពេញ)
1526,"The conference held on March 12, 2025, was chaired by His Excellency Mao Havannall, Minister in charge of the State Secretariat of Civil Aviation",ដោយឡែកពិធីបិទសន្និបាតត្រូវបានប្រារព្ធនៅថ្ងៃទី១២ ខែមីនា ឆ្នាំ២០២៥ ក្រោមអធិបតីភាព ឯកឧត្តម ម៉ៅ ហាវណ្ណាល់ រដ្ឋមន្រ្តីទទួលបន្ទុករដ្ឋលេខាធិការដ្ឋានអាកាសចរណ៍ស៊ីវិល
1527,"The conference held on March 11, 2025, was chaired by His Excellency Chea Oun, Permanent Secretary of State of the State Secretariat of Civil Aviation",ពិធីបើកសន្និបាតត្រូវបានប្រព្រឹត្តនៅថ្ងៃទី១១ ខែមីនា ឆ្នាំ២០២៥ ក្រោមអធិបតីភាព ឯកឧត្តម ជា អូន រដ្ឋលេខាធិការប្រចាំការនៃរដ្ឋលេខាធិការដ្ឋានអាកាសចរណ៍ស៊ីវិល
1528,"On the mornings of March 11–12, 2025, at the Sokha Phnom Penh Hotel, His Excellency SEANG Thay, Secretary of State of the Ministry of Commerce, attended the 2024 Annual Review",១២ ខែមីនា ឆ្នាំ២០២៥ នៅសណ្ឋាគារសុខាភ្នំពេញ ឯកឧត្តម ស៊ាង ថៃ  រដ្ឋលេខាធិការក្រសួងពាណិជ្ជកម្ម បានអញ្ជើញចូលរួមសន្និបាតបូកសរុបលទ្ធផលការងារឆ្នាំ២០២៤ និងលើកទិសដៅការងារឆ្នាំ២០២៥ របស់រដ្ឋលេខាធិការដ្ឋានអាការចរណ៍ស៊ីវិល ដែលមានការអញ្ជើញចូលរួមពី ឯកឧត្តម លោកជំទាវ លោក លោកស្រី តំណាងមកពីក្រសួង ស្ថាប័នពាក់ព័ន្ធ រដ្ឋបាលរាជធានី
1529,(Siem Reap),(សៀមរាប)
1530,The DEFA negotiation was officially launched in December 2023,ការ​ចរចា DEFA ​ត្រូវ​បាន​ចាប់​ផ្តើម​ជា​ផ្លូវ​ការ​នៅ​ខែ​ធ្នូ ឆ្នាំ​២០២៣ ហើយ​គ្រោងនឹង​បញ្ចប់​នៅ​ចុង​ឆ្នាំ​២០២៥
1531,#NAME?,ការទូទាត់ប្រាក់តាមប្រព័ន្ធអេឡិចត្រូនិក
1532,#NAME?,ពាណិជ្ជកម្មឌីជីថល
1533,institutions that are members of the Cambodian DEFA Negotiating Committee,ស្ថាប័នពាក់ព័ន្ធដែលជា សមាជិកគណៈកម្មការចរចាកិច្ចព្រមព្រៀង DEFA របស់កម្ពុជា
1534,#NAME?,កិច្ចសហប្រតិបត្តិការលើបច្ចេកវិទ្យាថ្មីៗ
1535,#NAME?,ពាណិជ្ជកម្មតាមប្រព័ន្ធអេឡិចត្រូនិកឆ្លងកាត់ព្រំដែន
1536,"The Ministry of Commerce is hosting the Tenth Meeting of the ASEAN Digital Economy Framework Agreement Negotiating Committee (10th DEFA NC Meeting) from 10–14 March, 2025, in Siem Reap",ក្រសួងពាណិជ្ជកម្ម ទទួលធ្វើជាម្ចាស់ផ្ទះសម្រាប់រៀបចំកិច្ចប្រជុំចរចាជុំទី១០ របស់គណៈកម្មការចរចាកិច្ចព្រមព្រៀងក្របខណ្ឌសេដ្ឋកិច្ចឌីជីថលអាស៊ាន (10th DEFA NC Meeting) ដែលប្រព្រឹត្តទៅចាប់ពីថ្ងៃទី១០
1537,#NAME?,គោលនយោបាយប្រកួតប្រជែង និង
1538,#NAME?,សុវត្ថិភាពតាមប្រព័ន្ធអនឡាញ និងសន្ដិសុខសាយប័រ
1539,(Prey Veng),(ព្រៃវែង)
1540,The main objective of this seminar is to strengthen the capacity of producers to develop their products in compliance with standards,គោលបំណងសំខាន់នៃសិក្ខាសាលាប្រឹក្សាយោបល់នេះ គឺដើម្បីពង្រឹងសមត្ថភាពអ្នកផលិតឱ្យអភិវឌ្ឍផលិតផលរបស់ខ្លួនស្របតាមស្តង់ដា លក្ខខណ្ឌតម្រូវនានាដែលកំណត់ដោយច្បាប់ និងឆ្លើយតបទៅនឹងតម្រូវការទីផ្សារ សំដៅលើកកម្ពស់ភាពប្រកួតប្រជែង តាមរយៈការជ្រៀតចូល និងទទួលបានចំណែកទីផ្សារសមរម្យ
1541,(Phnom Penh),(ភ្នំពេញ)
1542,"On the morning of Friday, 14 March 2025, at the Ministry of Commerce, His Excellency SEANG Thay,Secretary of State of the Ministry of Commerce",នាព្រឹកថ្ងៃសុក្រ ទី១៤ ខែមីនា ឆ្នាំ២០២៥ នៅទីស្តីការក្រសួងពាណិជ្ជកម្ម ឯកឧត្តម ស៊ាង ថៃ រដ្ឋលេខាធិការក្រសួងពាណិជ្ជកម្ម និងជាប្រធានគណៈកម្មការចម្រុះសាងសង់សួនឧស្សាហកម្មកម្ពុជា
1543,"the Chairman of the China-Cambodia Industrial Park Joint Steering Committee received a courtesy call meeting from His Excellency JACKY Sae Chen, Vice Chairman of the China-Cambodia Industrial Park Joint Steering Committee in Cambodia, to discuss promoting the construction of the China-Cambodia Industrial Park, which was also participated in by His Excellency Undersecretary of State of the Ministry of Commerce",ចិន បានជួបពិភាក្សាការងារជាមួយ ឯកឧត្តម ហ្ចាក់គី សែចិន ជាអនុប្រធានគណៈកម្មការចម្រុះសាងសង់សួនឧស្សាហកម្មកម្ពុជា
1544,"According to His Excellency Secretary of State, the meeting was held for the purpose of reporting on the construction of the Cambodia-China Industrial Park, outlining developments both within China",តាមការបញ្ជាក់របស់ ឯកឧត្តមរដ្ឋលេខាធិការ បានឱ្យដឹងថា កិច្ចជំនួបនេះ ធ្វើឡើងក្នុងគោលបំណង ស្ដាប់នូវរបាយការណ៍វឌ្ឍនភាពនៃការសាងសង់សួនឧស្សាហកម្មកម្ពុជា
1545,(Battambang),(បាត់ដំបង)
1546,"CCF, in collaboration with the RCEP Implementation Support Program (RISP), organized a dissemination workshop on “Implementation of Competition Law, Consumer Protection Law",នាថ្ងៃសុក្រ ទី១៤ ខែមីនា ឆ្នាំ២០២៥  អគ្គនាយកដ្ឋានការពារអ្នកប្រើប្រាស់ កិច្ចការប្រកួតប្រជែង និងបង្រ្កាបការក្លែងបន្លំ «ក.ប.ប.»  នៃក្រសួងពាណិជ្ជកម្ម ដែលជាសេនាធិការរបស់គណៈកម្មាធិការជាតិការពារអ្នកប្រើប្រាស់ «គ.ជ.ក.ប.» និងគណៈកម្មាធិការប្រកួតប្រជែងកម្ពុជា «គ.ប.ក.» បានសហការជាមួយ កម្មវិធីគាំទ្រការអនុវត្តកិច្ចព្រមព្រៀងភាពជាដៃគូសេដ្ឋកិច្ចគ្រប់ជ្រុងជ្រោយតំបន់ RCEP ក្រោមគម្រោងពាណិជ្ជកម្មតំបន់ដើម្បីការអភិវឌ្ឍ (RT4D) គាំទ្រដោយរដ្ឋាភិបាលនៃប្រទេសអូស្ត្រាលីនិងនូវែលសេឡង់ បានរៀបចំសិក្ខាសាលាផ្សព្វផ្សាយស្តីពី «ការអនុវត្តច្បាប់ស្តីពីការប្រកួតប្រជែង ច្បាប់ស្តីពីកិច្ចការពារអ្នកប្រើប្រាស់ និងបទប្បញ្ញត្តិពាក់ព័ន្ធ» នៅសាលាខេត្តបាត់ដំបង  ក្រោមអធិបតីភាព លោក ស៊ិន ស៊ីដេត អគ្គនាយករង នៃអគ្គនាយកដ្ឋាន ក.ប.ប. តំណាង ឯកឧត្តម ផាន អូន ប្រតិភូរាជរដ្ឋាភិបាល ទទួលបន្ទុកជាអគ្គនាយក នៃអគ្គនាយកដ្ឋាន ក.ប.ប.  ឯកឧត្តម ផេង សិទ្ធី អភិបាលរង នៃគណៈអភិបាលខេត្តបាត់ដំបង និង កញ្ញា ហ្វេត ខុនស៊ីឌាញ លេខាទី២ នៃស្ថានទូតអូស្ត្រាលីប្រចាំកម្ពុជា
1547,"(Seoul, Korea)",កូរ៉េ)
1548,"NUON Phanith, Commercial Attache to the Republic of Korea, attended the Global Engagement & Empowerment Forum on Sustainable Development (GEEF2025) under the theme “Time for Bridging Divides for a Sustainable Future” is an annual international event Co-hosted by the Institute for Global Engagement & Empowerment (IGEE), Yonsei University, Ban Ki-moon Foundation for a Better Future,",Global Engagement &Empowerment Forum on Sustainable Development  ក្រោមប្រធានបទ «ពេលវេលាធ្វើសកម្មភាពជាស្ពាន សម្រាប់បង្កើតអនាគត ប្រកបដោយនិរន្តភាព» ដែលជាព្រឹត្តិការអន្តរជាតិប្រចាំឆ្នាំ រៀបចំដោយវិទ្យាស្ថានការផ្តល់សិទ្ធិអំណាចជាសកល (IGEE)  នៃសាកលវិទ្យាល័យ Yonsei University ក្រោមមូលនិធិ Ban Ki
1549,This year's forum aims to critically examine the progress of the Sustainable Development Goals (SDGs) for a shared future for all through interactive,វេទិការឆ្នាំនេះ ធ្វើឡើងក្នុងគោលបំណង ពិនិត្យឡើងវិញពីវឌ្ឍនភាពនៃគោលដៅអភិវឌ្ឍន៍ប្រកបដោយនិរន្តភាព (SDGs) សម្រាប់បង្កើតអនាគតរួមសម្រាប់ទាំងអស់គ្នា តាមរយៈអន្តរកម្មជាមួយការសន្ទនាផ្តល់គំនិតដ៌មានឥទ្ធិពល ពីការប្តេជ្ញាចិត្តរបស់ភាគីពាក់ព័ន្ធគ្រប់ជំនាន់ ក្នុងការជំរុញកិច្ចសហប្រតិបត្តិការឱ្យមានវិធីសាស្រ្តប្រកបដោយភាពច្នៃប្រឌិតចំពោះនិរន្តភាព និងសមធម៌សង្គម ដោយធានាថាទស្សនវិស័យចម្រុះទាំងនោះ ធ្វើជាស្ពានចម្លងសម្រាប់ការសម្រេចបាននូវរបៀបវារៈឆ្នាំ ២០៣០ របស់អង្គការសហប្រជាជាតិសម្រាប់ការអភិវឌ្ឍន៍ប្រកបដោយចីរភាព
1550,"Ban Ki-moon Centre for Global Citizens, Seoul, Korea",moon សម្រាប់ពលរដ្ឋជាសកល នៅទីក្រុងសេអ៊ូល កូរ៉េ
1551,"(Seoul, Korea)",(សេអ៊ូល
1552,"NUON Phanith, Commercial Attache to the Republic of Korea, attended the Global Engagement & Empowerment Forum on Sustainable Development (GEEF2025) under the theme “Time for Bridging Divides for a Sustainable Future” is an annual international event Co-hosted by the Institute for Global Engagement & Empowerment (IGEE), Yonsei University, Ban Ki-moon Foundation for a Better Future,",១៤ ខែមីនា ឆ្នាំ២០២៥ លោកស្រី នួន ផានិត អនុព័ន្ធពាណិជ្ជកម្មអមស្ថានឯកអគ្គរាជទូតកម្ពុជាប្រចាំសាធារណរដ្ឋកូរ៉េ បានចូលរួមកម្មវិធីការពង្រឹងសិទ្ធិអំណាចជាសាកល លើការអភិវឌ្ឍប្រកបដោយចីរភាព GEEF2025
1553,China,ចិន)
1554,"On Friday, 14 March 2025, His Excellency LIM Lork Piseth, Secretary of State of the Ministry of Commerce, presided over the ceremony to receive the first shipment of 5,000 tons of Cambodian dried cassava chips, the signing of a memorandum of understanding for 200,000 tons of Cambodian dried cassava chips for 2025–2026,",នាថ្ងៃសុក្រ ទី១៤ ខែមីនា ឆ្នាំ២០២៥ ឯកឧត្តម លីម ឡោកពិសិដ្ឋ រដ្ឋលេខាធិការក្រសួងពាណិជ្ជកម្ម បានអញ្ជើញចូលរួមជាអធីបតីក្នុងពិធីទទួលដំឡូងមីស្ងួតពីកម្ពុជាលើកទី១ ចំនួន ៥
1555,selling agreement between Hang Harvest Agriculture Co,លក់ដំឡូងមីស្ងួត រវាងក្រុមហ៊ុន HANG HARVEST AGRICULTURE CO.
1556,"(phase 2) at Beihai Port, Guangxi Zhuang Autonomous Region",LTD ជំហានទី២ នៅកំពង់ផែក្នុងទីក្រុងប៉ីហៃ នៃតំបន់ស្វយ័តជនជាតិជាំងក្វាងស៊ី
1557,COFCO Bio-Energy Co,LTD និង ក្រុមហ៊ុន COFCO BIO
1558,"(Beihai, China)",(ប៉ីហៃ
1559,COFCO Bio-Energy Co,ENERGY CO.
1560,(Phnom Penh),(ភ្នំពេញ)
1561,"""For ALL women","""សម្រាប់ស្ត្រី និងក្មេងស្រីគ្រប់រូប"
